title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees
Create GetAsElementsFromEndpoint Operation,This Operation will get input from an Endpoint and convert it to an Iterable of Elements which can then be used with an AddElements Operation to add to a Store.,2018-12-04 14:21:14+00:00,2019-01-10 15:00:40+00:00,2019-01-03 10:15:38+00:00,closed,"[Label(name=""enhancement""), Label(name=""headliner""), Label(name=""intermediate""), Label(name=""p:normal"")]",1965,https://github.com/gchq/Gaffer/issues/1965,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Gh 1945 swagger ui serve from root,,2018-12-04 09:14:11+00:00,2018-12-04 11:39:15+00:00,2018-12-04 11:39:11+00:00,closed,[],1964,https://github.com/gchq/Gaffer/pull/1964,,False,,[]
gh-1962,gh-1962,2018-11-30 16:58:17+00:00,2018-12-10 19:05:30+00:00,2018-12-04 09:46:49+00:00,closed,[],1963,https://github.com/gchq/Gaffer/pull/1963,,False,,[]
RBMBackedTimestampSet Builder doesn't work,The RBMBackedTimestampSet Builder's timestamps method returns a void rather than a reference to the builder. This forces you to create an instance of the builder rather than creating it inline.,2018-11-30 16:57:57+00:00,2019-01-10 15:00:40+00:00,2018-12-04 11:39:57+00:00,closed,"[Label(name=""beginner""), Label(name=""bug""), Label(name=""p:high"")]",1962,https://github.com/gchq/Gaffer/issues/1962,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""GCHQDev404"")","[NamedUser(login=""GCHQDev404"")]"
Gh 1952 proxystore handler delegation,merge after  #1951,2018-11-30 15:12:25+00:00,2018-12-04 16:06:39+00:00,2018-12-04 16:06:39+00:00,closed,[],1961,https://github.com/gchq/Gaffer/pull/1961,,False,,[]
Parquet store tests not run on CI,"Some Parquet store tests aren't run in Travis CI which originally helped mitigate #1911 . However, that issue has since been resolved so the tests should be included.",2018-11-29 17:03:29+00:00,2019-01-10 15:00:39+00:00,2018-12-03 16:50:59+00:00,closed,"[Label(name=""beginner""), Label(name=""parquet""), Label(name=""tech-def"")]",1960,https://github.com/gchq/Gaffer/issues/1960,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
running all tests on travis,Don't merge. Only doing this for investigatory purposes.,2018-11-29 09:29:12+00:00,2018-11-30 12:43:58+00:00,2018-11-30 12:43:43+00:00,closed,[],1959,https://github.com/gchq/Gaffer/pull/1959,,False,,[]
gh-1945 - fix to ApplicationConfig empty path and test added,,2018-11-28 13:56:04+00:00,2018-11-30 16:27:13+00:00,2018-11-30 16:27:12+00:00,closed,[],1958,https://github.com/gchq/Gaffer/pull/1958,,False,,[]
Publish and Subscribe Operations,"With the proxy store and federated store I can run a query on one Gaffer graph and write the results into another. 

When i do this, I move all of the data via the ""client"" that interacts with the federated store - which can be slow if the ""client"" is single threaded or a network bottleneck.

Many Gaffer queries read or write to an Iterable of objects. If i could post the objects on this iterable to a Kafka queue for example and then read it off again I could execute operation chains efficiently across  different graphs in different locations.

To do this, we need a Publish operation that takes the result of a Gaffer operation and posts it to an endpoint, and a Subscribe operation that reads from an endpoint into a Gaffer operation.

For example, I can run GetAllElements on Graph_1, Publish the resulting iterable to a Kafka Queue ""endpoint"", then run Subscribe on the endpoint and submit the resulting iterable of Elements to an AddElements on Graph_2. This could be executed as a single op-chain.",2018-11-23 13:59:16+00:00,2018-11-23 13:59:16+00:00,,open,"[Label(name=""advanced""), Label(name=""needs-elaboration""), Label(name=""p:low"")]",1957,https://github.com/gchq/Gaffer/issues/1957,,False,,[]
gh-1954 Changed Datasketches version to 0.12.0,,2018-11-21 17:17:19+00:00,2018-11-23 13:55:18+00:00,2018-11-23 13:55:14+00:00,closed,[],1956,https://github.com/gchq/Gaffer/pull/1956,,False,,[]
Gh 1657 loader tests 2,,2018-11-21 13:39:55+00:00,2018-11-21 13:40:54+00:00,2018-11-21 13:40:22+00:00,closed,[],1955,https://github.com/gchq/Gaffer/pull/1955,,False,,[]
Bump version of data sketches to 0.12.0,This will let us add serialisers and aggregators for some new sketches. Data sketches is backwards compatible in terms of the serialisation so this won't break any existing data.,2018-11-21 09:22:30+00:00,2019-01-10 15:00:39+00:00,2018-11-23 13:55:47+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1954,https://github.com/gchq/Gaffer/issues/1954,"Milestone(title=""v1.8.0-RC1"", number=75)",False,,[]
Gh 1952 proxtstore handler delegation,,2018-11-20 18:11:53+00:00,2018-11-20 18:13:30+00:00,2018-11-20 18:13:04+00:00,closed,[],1953,https://github.com/gchq/Gaffer/pull/1953,,False,,[]
ProxyStore OpChainHandler delegation,"The Proxy store regardless of what operationHandlers it has, will forward the entire operation chain to the proxied store. because of the ProxyStore OpChainHandler. 

An improvement will be to have the proxy opChainHandler locally manage operations it knows how to handle and delegate operations down the the proxied store for operations it does not know how to handle.",2018-11-20 17:59:40+00:00,2019-01-15 17:09:30+00:00,2019-01-09 15:29:07+00:00,closed,[],1952,https://github.com/gchq/Gaffer/issues/1952,,False,"NamedUser(login=""GCHQDev404"")","[NamedUser(login=""GCHQDev404"")]"
Gh 1939 optional core handlers,,2018-11-20 17:55:33+00:00,2018-12-10 19:05:32+00:00,2018-12-10 11:06:47+00:00,closed,[],1951,https://github.com/gchq/Gaffer/pull/1951,,False,,[]
checkstyle AvoidNestedBlocks ,"Can we remove AvoidNestedBlocks from check style.xml ?

I find it is a useful way to block item of code together and remove objects from scope within methods which sometimes may not require fully extracting out into another method.

```
int i ;
{    int temp = i;
    temp = method(temp)
    i+=temp 
}
//continue with i while temp is now out of scope.
```
maybe sometimes its useful to see whats happening with temp without pulling the logic out.
As future work develops as temp logic increases complexity then its already blocked off and can easily be pulled out as a method in future.",2018-11-20 17:17:09+00:00,2018-11-20 17:27:02+00:00,2018-11-20 17:26:34+00:00,closed,"[Label(name=""question""), Label(name=""vote-required"")]",1950,https://github.com/gchq/Gaffer/issues/1950,,False,"NamedUser(login=""GCHQDeveloper404"")","[NamedUser(login=""GCHQDeveloper404"")]"
Gh 1939 optional core handlers,,2018-11-20 13:26:50+00:00,2018-11-20 15:56:04+00:00,2018-11-20 15:55:44+00:00,closed,[],1949,https://github.com/gchq/Gaffer/pull/1949,,False,,[]
gh-1899 - re-enabled ParquetSchemaHidingIT,,2018-11-20 13:20:15+00:00,2018-11-20 15:54:37+00:00,2018-11-20 15:54:32+00:00,closed,[],1948,https://github.com/gchq/Gaffer/pull/1948,,False,,[]
Gh 1893 configurable compression type in parquet store,,2018-11-18 14:43:01+00:00,2018-11-20 14:55:29+00:00,2018-11-20 14:55:20+00:00,closed,[],1947,https://github.com/gchq/Gaffer/pull/1947,,False,,[]
gh-1900 - test for GetElements on an empty graph added,,2018-11-16 10:01:08+00:00,2018-11-16 12:48:51+00:00,2018-11-16 12:48:47+00:00,closed,[],1946,https://github.com/gchq/Gaffer/pull/1946,,False,,[]
Swagger UI doesn't work when REST API is served from /,"I'm running the REST API on Tomcat and it's configured to be served from the root i.e. there's no path prefix. I've set the `gaffer.rest-api.basePath` system property to `""""`, however the following code forces the URLs that Swagger uses to be prefixed with `//v2/` which causes 404 errors.

https://github.com/gchq/Gaffer/blob/b892624ccf99d501f381d6df5c4efc415902b7f1/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/application/ApplicationConfigV2.java#L52-L55

Maybe add a length check too? i.e. `basePath.length() > 0 && !basePath.startsWith(""/"")`",2018-11-15 14:52:43+00:00,2019-01-10 15:00:39+00:00,2018-12-04 11:39:28+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1945,https://github.com/gchq/Gaffer/issues/1945,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
RDF model support ?,"Does Gaffer plans to support the RDF eco system? 

Mainly 

- SPARQL 
- SHACL / OWL
- https://www.w3.org/TR/ldp/ ?",2018-11-15 08:01:21+00:00,2019-01-10 12:45:13+00:00,2019-01-10 12:45:13+00:00,closed,"[Label(name=""question"")]",1944,https://github.com/gchq/Gaffer/issues/1944,,False,,[]
gh-1941 improving cache to be type safe,,2018-11-14 18:35:06+00:00,2018-11-19 08:06:24+00:00,2018-11-19 08:06:18+00:00,closed,[],1942,https://github.com/gchq/Gaffer/pull/1942,,False,,[]
Improve cache to be type safe,,2018-11-14 18:31:38+00:00,2018-11-19 08:06:42+00:00,2018-11-19 08:06:42+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1941,https://github.com/gchq/Gaffer/issues/1941,,False,"NamedUser(login=""GCHQDeveloper404"")","[NamedUser(login=""GCHQDeveloper404"")]"
Created AbstractStore without coreOpHandlers.,"Implemented Store to extend AbstractStore and add coreOpHandlers.
ProxyStore implements AbstractStore only.",2018-11-14 18:28:01+00:00,2018-11-20 13:32:35+00:00,2018-11-20 13:30:14+00:00,closed,[],1940,https://github.com/gchq/Gaffer/pull/1940,,False,,[]
ProxyStore with no coreOpHandlers,"An AbstractStore should be the parent of Store but no coreOpHandlers.
All concrete stores extend Store with coreOpHandlers.
ProxyStore extends AbstractStore with no coreOpHandlers.

------------------
### Update

Abstract store has been removed in favour of a constructor options for adding coreOpHandlers. 
This will be false for ProxyStore, It was voted undesirable changing the names of the class store needed to extend or changing the names for the class operations would need to interact with.",2018-11-14 18:19:36+00:00,2018-12-19 15:46:45+00:00,2018-12-19 15:46:44+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1939,https://github.com/gchq/Gaffer/issues/1939,,False,"NamedUser(login=""GCHQDev404"")","[NamedUser(login=""GCHQDev404"")]"
gh-1927 Files written by WriteData now use task attempt id in name,,2018-11-09 09:15:27+00:00,2018-11-16 14:48:36+00:00,2018-11-16 14:48:30+00:00,closed,[],1938,https://github.com/gchq/Gaffer/pull/1938,,False,,[]
gh-1936 - validation flag now used,,2018-11-08 14:39:45+00:00,2018-11-16 09:21:30+00:00,2018-11-16 09:21:04+00:00,closed,[],1937,https://github.com/gchq/Gaffer/pull/1937,,False,,[]
Validate flag ignored in HBaseStore AddElementsHandler,Validation in the HBaseStore AddElementsHandler should be added to take the validate flag into account.,2018-11-08 14:35:03+00:00,2019-01-10 15:00:39+00:00,2018-11-16 09:22:26+00:00,closed,"[Label(name=""bug"")]",1936,https://github.com/gchq/Gaffer/issues/1936,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
gh-1934 - null checks added,,2018-11-08 14:04:30+00:00,2018-11-16 10:08:16+00:00,2018-11-16 10:08:12+00:00,closed,[],1935,https://github.com/gchq/Gaffer/pull/1935,,False,,[]
Adding an Element with no groupBy in MapStoreThrows NPE,Null checks should be added to the for loops within the AddElementsHandler to stop NPE's being thrown if there is no groupBys.,2018-11-08 13:52:02+00:00,2019-01-10 15:00:38+00:00,2018-11-16 10:08:44+00:00,closed,"[Label(name=""bug"")]",1934,https://github.com/gchq/Gaffer/issues/1934,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
gh-1932 - FindBugs version updated,,2018-11-08 10:57:33+00:00,2018-11-08 11:57:01+00:00,2018-11-08 11:56:50+00:00,closed,[],1933,https://github.com/gchq/Gaffer/pull/1933,,False,,[]
Update FindBugs version,There is a bug within the older version of FindBugs which causes the build to break with the newest version of maven.  This should be updated to fix.,2018-11-08 10:49:08+00:00,2018-11-08 13:00:53+00:00,2018-11-08 11:57:23+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1932,https://github.com/gchq/Gaffer/issues/1932,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
gh-1928 Refactored AddElementsFromRDD in Parquet store,,2018-10-24 13:30:57+00:00,2018-10-31 14:21:58+00:00,2018-10-31 14:21:54+00:00,closed,[],1931,https://github.com/gchq/Gaffer/pull/1931,,False,,[]
GetWalks operation does not accept GetElementsBetweenSets operations,"It would be useful if you could perform a 'GetWalksBetweenSets'. This could be achieved by allowing a GetElementsBetweenSets operation as part of a GetWalks, but only GetElements operations are currently supported.",2018-10-24 09:35:24+00:00,2019-03-08 12:48:56+00:00,,open,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1930,https://github.com/gchq/Gaffer/issues/1930,"Milestone(title=""Backlog"", number=12)",False,"NamedUser(login=""GCHQ-9182621"")","[NamedUser(login=""GCHQ-9182621"")]"
gh-1926 updated minor version,,2018-10-23 13:06:11+00:00,2019-03-22 10:08:48+00:00,2018-10-23 15:50:20+00:00,closed,[],1929,https://github.com/gchq/Gaffer/pull/1929,,False,,[]
Refactor AddElementsFromRDD,Split the `addElementsFromRDD()` method into smaller modular methods. Separate error handling to make it easier to debug.,2018-10-23 12:56:28+00:00,2018-10-31 14:22:27+00:00,2018-10-31 14:22:26+00:00,closed,"[Label(name=""p:normal""), Label(name=""parquet""), Label(name=""tech-def"")]",1928,https://github.com/gchq/Gaffer/issues/1928,,False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
"ImportRDDOfElements fails with ""failed to create file"" error on Parquet store","When `ImportRDDOfElements` is called on the Parquet store it can fail with a ""failed to create file"" error in the `input.foreachPartition` stage. This is because speculative execution is causing multiple attempts for the same partition to all attempt to create the same file.

There are a few options for fixing this:

- Write each file with a filename that includes the attempt id. Once the task has finished, move it to it's final destination.
- Reuse some of the classes related to `FileCommitProtocol` from Spark.
- Write all the elements into one Dataframe (with merged schema) and then write out bucketed by group.",2018-10-23 12:24:50+00:00,2019-01-10 15:00:38+00:00,2018-11-16 14:49:19+00:00,closed,"[Label(name=""bug""), Label(name=""p:high""), Label(name=""parquet"")]",1927,https://github.com/gchq/Gaffer/issues/1927,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
Update Scala minor version,Update scala version to >= 2.11.12 to mitigate scala security vulnerability (CVE-2017-15288),2018-10-23 11:43:18+00:00,2019-01-10 15:00:38+00:00,2018-10-23 15:50:40+00:00,closed,"[Label(name=""beginner""), Label(name=""p:high"")]",1926,https://github.com/gchq/Gaffer/issues/1926,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
gh-1924 Removed test code,,2018-10-22 15:19:44+00:00,2018-10-23 09:09:19+00:00,2018-10-23 09:09:10+00:00,closed,[],1925,https://github.com/gchq/Gaffer/pull/1925,,False,,[]
Remove test code from SortFullGroup in Parquet store,,2018-10-22 15:13:47+00:00,2018-10-23 12:10:41+00:00,2018-10-23 12:10:40+00:00,closed,"[Label(name=""p:high""), Label(name=""parquet"")]",1924,https://github.com/gchq/Gaffer/issues/1924,,False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
Gh 1657 loader tests,,2018-10-22 09:13:37+00:00,2018-12-04 11:02:57+00:00,2018-12-04 11:02:42+00:00,closed,[],1923,https://github.com/gchq/Gaffer/pull/1923,,False,,[]
gh-1921 Fixed bug with renaming in AddElementsFromRDD,,2018-10-19 14:32:22+00:00,2018-10-23 14:55:31+00:00,2018-10-23 14:55:11+00:00,closed,[],1922,https://github.com/gchq/Gaffer/pull/1922,,False,,[]
ImportRDDOfElements on Parquet store fails when used on a HDFS cluster,"The `ImportRDDOfElements` operation on the Parquet store passes all the unit tests which run on a local file system but fails when run on HDFS running on a cluster. The line

    fs.rename(new Path(tempDir + ""/AddElementsFromRDDTemp/sorted_aggregated_new/""), new Path(newDataDir));

in `AddElementsFromRDD` fails to move the directory as intended (the sorted_aggregated_new directory is moved into the new directory). This means that the group directories cannot be found when the partition is calculated.",2018-10-19 13:44:47+00:00,2019-01-10 15:00:38+00:00,2018-10-23 14:58:21+00:00,closed,"[Label(name=""bug""), Label(name=""p:high""), Label(name=""parquet"")]",1921,https://github.com/gchq/Gaffer/issues/1921,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
